INFO:root:Directory: DirectoryInfo(name='.git', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/')
INFO:root:File: DirectoryInfo(name='ORIG_HEAD', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git')
INFO:root:File: DirectoryInfo(name='config', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git')
INFO:root:File: DirectoryInfo(name='description', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git')
INFO:root:File: DirectoryInfo(name='index', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git')
INFO:root:File: DirectoryInfo(name='packed-refs', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git')
INFO:root:File: DirectoryInfo(name='applypatch-msg', extension='.sample', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/hooks')
INFO:root:File: DirectoryInfo(name='commit-msg', extension='.sample', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/hooks')
INFO:root:File: DirectoryInfo(name='fsmonitor-watchman', extension='.sample', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/hooks')
INFO:root:File: DirectoryInfo(name='post-update', extension='.sample', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/hooks')
INFO:root:File: DirectoryInfo(name='pre-applypatch', extension='.sample', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/hooks')
INFO:root:File: DirectoryInfo(name='pre-commit', extension='.sample', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/hooks')
INFO:root:File: DirectoryInfo(name='pre-merge-commit', extension='.sample', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/hooks')
INFO:root:File: DirectoryInfo(name='pre-push', extension='.sample', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/hooks')
INFO:root:File: DirectoryInfo(name='pre-rebase', extension='.sample', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/hooks')
INFO:root:File: DirectoryInfo(name='pre-receive', extension='.sample', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/hooks')
INFO:root:File: DirectoryInfo(name='prepare-commit-msg', extension='.sample', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/hooks')
INFO:root:File: DirectoryInfo(name='push-to-checkout', extension='.sample', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/hooks')
INFO:root:File: DirectoryInfo(name='update', extension='.sample', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/hooks')
INFO:root:File: DirectoryInfo(name='exclude', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/info')
INFO:root:Directory: DirectoryInfo(name='refs', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs')
INFO:root:File: DirectoryInfo(name='HEAD', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs')
INFO:root:Directory: DirectoryInfo(name='heads', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs')
INFO:root:Directory: DirectoryInfo(name='remotes', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs')
INFO:root:File: DirectoryInfo(name='HW12', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/heads')
INFO:root:File: DirectoryInfo(name='HW_1', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/heads')
INFO:root:File: DirectoryInfo(name='HW_10', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/heads')
INFO:root:File: DirectoryInfo(name='HW_11', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/heads')
INFO:root:File: DirectoryInfo(name='HW_13', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/heads')
INFO:root:File: DirectoryInfo(name='HW_14', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/heads')
INFO:root:File: DirectoryInfo(name='HW_2', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/heads')
INFO:root:File: DirectoryInfo(name='HW_3', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/heads')
INFO:root:File: DirectoryInfo(name='HW_4', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/heads')
INFO:root:File: DirectoryInfo(name='HW_5', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/heads')
INFO:root:File: DirectoryInfo(name='HW_6', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/heads')
INFO:root:File: DirectoryInfo(name='HW_7', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/heads')
INFO:root:File: DirectoryInfo(name='HW_8', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/heads')
INFO:root:File: DirectoryInfo(name='HW_9', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/heads')
INFO:root:File: DirectoryInfo(name='main', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/heads')
INFO:root:Directory: DirectoryInfo(name='origin', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes')
INFO:root:File: DirectoryInfo(name='HEAD', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes/origin')
INFO:root:File: DirectoryInfo(name='HW12', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes/origin')
INFO:root:File: DirectoryInfo(name='HW_1', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes/origin')
INFO:root:File: DirectoryInfo(name='HW_10', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes/origin')
INFO:root:File: DirectoryInfo(name='HW_11', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes/origin')
INFO:root:File: DirectoryInfo(name='HW_13', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes/origin')
INFO:root:File: DirectoryInfo(name='HW_14', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes/origin')
INFO:root:File: DirectoryInfo(name='HW_2', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes/origin')
INFO:root:File: DirectoryInfo(name='HW_3', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes/origin')
INFO:root:File: DirectoryInfo(name='HW_4', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes/origin')
INFO:root:File: DirectoryInfo(name='HW_5', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes/origin')
INFO:root:File: DirectoryInfo(name='HW_6', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes/origin')
INFO:root:File: DirectoryInfo(name='HW_7', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes/origin')
INFO:root:File: DirectoryInfo(name='HW_8', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes/origin')
INFO:root:File: DirectoryInfo(name='HW_9', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes/origin')
INFO:root:File: DirectoryInfo(name='main', extension='', is_directory=False, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/logs/refs/remotes/origin')
INFO:root:Directory: DirectoryInfo(name='03', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='05', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='08', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='0b', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='10', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='12', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='13', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='16', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='18', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='19', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='1a', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='1d', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='22', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='24', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='27', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='2a', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='30', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='31', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='35', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='38', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='3b', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='3d', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='3e', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='42', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
INFO:root:Directory: DirectoryInfo(name='44', extension=None, is_directory=True, parent='/Users/antonkonycev/Library/Containers/Mail.Ru.DiskO.as/Data/Disk-O.as.mounts/banderas91@mail.ru-mailru/Geek/HW_Python/python_HW/.git/objects')
